Activity ID,Contact ID,Account ID,Activity Date,Campaign Name,Channel,Activity Type,Asset Name,UTM Source,UTM Medium,UTM Campaign,Engagement Score Impact,Lead Stage at Time of Touch,Summary
855ebadb,88f4b98f,1f146396,2025-05-04,Gartner Report Promo,Email,Submitted Form,Demo Video,email,organic,gartner_report_promo,10,SQL,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Demo Video.
ead7b75d,88f4b98f,1f146396,2025-02-09,Gartner Report Promo,Email,Clicked Email,ROI Calculator,email,organic,gartner_report_promo,11,SQL,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: ROI Calculator.
b5973017,88f4b98f,1f146396,2025-02-21,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,15,Lead,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
2acf472a,5b44ad29,1bb260a7,2025-02-08,2025 Demand Gen Webinar,Email,Submitted Form,Blog: AI in RevOps,email,organic,2025_demand_gen_webinar,6,SQL,Submitted Form from campaign '2025 Demand Gen Webinar' via Email. Asset: Blog: AI in RevOps.
63d32c7f,5b44ad29,1bb260a7,2025-03-31,Gartner Report Promo,Event,Registered Event,,event,organic,gartner_report_promo,3,MQL,Registered Event from campaign 'Gartner Report Promo' via Event. Asset: .
cb425d6c,5b44ad29,1bb260a7,2025-03-17,Gartner Report Promo,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,gartner_report_promo,3,SQL,Clicked Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: 2025 Buying Guide.
d10ad7ca,5b44ad29,1bb260a7,2025-03-21,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,7,SQL,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
1cecf2fb,5b44ad29,1bb260a7,2025-04-24,Spring Nurture Email Series,Email,Clicked Email,Blog: AI in RevOps,email,organic,spring_nurture_email_series,4,Subscriber,Clicked Email from campaign 'Spring Nurture Email Series' via Email. Asset: Blog: AI in RevOps.
5888476d,1e758ec9,66ff51ff,2025-01-31,2025 Demand Gen Webinar,Website,Downloaded Guide,ROI Calculator,website,organic,2025_demand_gen_webinar,8,Subscriber,Downloaded Guide from campaign '2025 Demand Gen Webinar' via Website. Asset: ROI Calculator.
3bddbb3c,7ae9588c,996b7a74,2025-03-31,2025 Demand Gen Webinar,Event,Attended Event,,event,organic,2025_demand_gen_webinar,10,MQL,Attended Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
7fc7be5f,7ae9588c,996b7a74,2025-03-22,Tech Conference 2025,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,13,Lead,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
537c2376,7ae9588c,996b7a74,2025-01-18,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,4,SQL,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
0c37c4ee,7ae9588c,996b7a74,2025-04-25,Tech Conference 2025,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,tech_conference_2025,6,SQL,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Demo Video.
c69108e8,7ae9588c,996b7a74,2025-03-31,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,10,Lead,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
9cf2f442,e0cd9433,1e95bd67,2025-02-05,2025 Demand Gen Webinar,Organic Social,Viewed Organic Video,,organic_social,organic,2025_demand_gen_webinar,15,Lead,Viewed Organic Video from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
3bd519e7,e0cd9433,1e95bd67,2025-01-07,Tech Conference 2025,Email,Clicked Email,Demo Video,email,organic,tech_conference_2025,9,Subscriber,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: Demo Video.
1ba13078,e0cd9433,1e95bd67,2025-02-28,Spring Nurture Email Series,Webinar,Registered Webinar,,webinar,organic,spring_nurture_email_series,6,MQL,Registered Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
9cc32826,e0cd9433,1e95bd67,2025-04-10,Tech Conference 2025,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,tech_conference_2025,10,MQL,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Demo Video.
d172c317,8d830865,2ed53960,2025-01-09,Gartner Report Promo,Email,Submitted Form,Blog: AI in RevOps,email,organic,gartner_report_promo,9,SQL,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Blog: AI in RevOps.
f9c84b3d,8d830865,2ed53960,2025-03-05,2025 Demand Gen Webinar,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,2025_demand_gen_webinar,12,MQL,Downloaded Guide from campaign '2025 Demand Gen Webinar' via Website. Asset: Gartner Magic Quadrant.
220a9dfc,8d830865,2ed53960,2025-03-13,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,13,Subscriber,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
7f2c7646,46d9f6a7,414d05bb,2025-03-08,Tech Conference 2025,Website,Visited Homepage,Blog: AI in RevOps,website,organic,tech_conference_2025,5,Lead,Visited Homepage from campaign 'Tech Conference 2025' via Website. Asset: Blog: AI in RevOps.
0ff309fa,f2f4b478,6bb6c52b,2025-01-12,AI for Marketers Guide,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,ai_for_marketers_guide,4,Subscriber,Clicked Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Blog: AI in RevOps.
fbe764b2,7cedaf61,765c11ea,2025-03-12,LinkedIn Sponsored Post,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,linkedin_sponsored_post,12,MQL,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: Gartner Magic Quadrant.
cd329a71,7cedaf61,765c11ea,2025-04-09,Gartner Report Promo,Email,Opened Email,2025 Buying Guide,email,organic,gartner_report_promo,3,MQL,Opened Email from campaign 'Gartner Report Promo' via Email. Asset: 2025 Buying Guide.
c193556c,7cedaf61,765c11ea,2025-01-27,LinkedIn Sponsored Post,Email,Opened Email,Blog: AI in RevOps,email,organic,linkedin_sponsored_post,3,Subscriber,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Blog: AI in RevOps.
62b15117,10bb70cb,4b907b98,2025-01-19,Spring Nurture Email Series,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,spring_nurture_email_series,10,MQL,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Blog: AI in RevOps.
58e2dc78,10bb70cb,4b907b98,2025-04-03,Spring Nurture Email Series,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,spring_nurture_email_series,12,MQL,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Demo Video.
c1d36854,10bb70cb,4b907b98,2025-04-13,AI for Marketers Guide,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,ai_for_marketers_guide,6,SQL,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Blog: AI in RevOps.
76f1301f,10bb70cb,4b907b98,2025-02-01,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,3,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
5bf83302,10bb70cb,4b907b98,2025-03-17,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,9,SQL,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
aa3895ae,9df46fb7,7020d61a,2025-01-12,Spring Nurture Email Series,Organic Social,Viewed Organic Video,,organic_social,organic,spring_nurture_email_series,3,Subscriber,Viewed Organic Video from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
23dc24b3,9df46fb7,7020d61a,2025-01-21,Spring Nurture Email Series,Webinar,Registered Webinar,,webinar,organic,spring_nurture_email_series,11,MQL,Registered Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
46663445,020a5b46,a139b76e,2025-04-23,Spring Nurture Email Series,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,spring_nurture_email_series,9,Lead,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Demo Video.
585ce278,fa919593,8c131147,2025-03-21,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,10,Lead,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
aae707da,fa919593,8c131147,2025-04-13,Gartner Report Promo,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,gartner_report_promo,4,Lead,Clicked Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: ROI Calculator.
3dad4132,fa919593,8c131147,2025-01-06,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,15,Lead,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
67070a6b,0c4da22b,1e95bd67,2025-04-05,AI for Marketers Guide,Email,Clicked Email,ROI Calculator,email,organic,ai_for_marketers_guide,10,MQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: ROI Calculator.
f99f9222,f8d36853,14da604a,2025-05-05,2025 Demand Gen Webinar,Website,Visited Homepage,Gartner Magic Quadrant,website,organic,2025_demand_gen_webinar,6,SQL,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: Gartner Magic Quadrant.
0fa309fa,f8d36853,14da604a,2025-01-31,AI for Marketers Guide,Email,Clicked Email,2025 Buying Guide,email,organic,ai_for_marketers_guide,3,SQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: 2025 Buying Guide.
2a08ba73,3bfc5a3f,04c11650,2025-01-26,AI for Marketers Guide,Email,Clicked Email,Demo Video,email,organic,ai_for_marketers_guide,9,Subscriber,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: Demo Video.
c9f62755,3bfc5a3f,04c11650,2025-01-09,Tech Conference 2025,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,tech_conference_2025,14,Subscriber,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Gartner Magic Quadrant.
90f5e82a,3bfc5a3f,04c11650,2025-01-23,LinkedIn Sponsored Post,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,linkedin_sponsored_post,3,Subscriber,Clicked Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: Gartner Magic Quadrant.
d95adc6d,3bfc5a3f,04c11650,2025-03-09,Gartner Report Promo,Website,Visited Pricing Page,Demo Video,website,organic,gartner_report_promo,14,Lead,Visited Pricing Page from campaign 'Gartner Report Promo' via Website. Asset: Demo Video.
2e71d549,3bfc5a3f,04c11650,2025-05-03,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,14,MQL,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
c6266879,11dc69cb,7628e15b,2025-03-08,LinkedIn Sponsored Post,Organic Social,Viewed Organic Video,,organic_social,organic,linkedin_sponsored_post,6,Lead,Viewed Organic Video from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
882576ff,11dc69cb,7628e15b,2025-02-09,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,6,Subscriber,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
e6566609,cecb79dc,5bdaa52a,2025-03-22,2025 Demand Gen Webinar,Email,Opened Email,2025 Buying Guide,email,organic,2025_demand_gen_webinar,11,Lead,Opened Email from campaign '2025 Demand Gen Webinar' via Email. Asset: 2025 Buying Guide.
a332bb2c,cecb79dc,5bdaa52a,2025-04-22,2025 Demand Gen Webinar,Website,Visited Pricing Page,ROI Calculator,website,organic,2025_demand_gen_webinar,6,SQL,Visited Pricing Page from campaign '2025 Demand Gen Webinar' via Website. Asset: ROI Calculator.
48c2f9c7,cecb79dc,5bdaa52a,2025-03-05,Gartner Report Promo,Organic Social,Clicked LinkedIn Post,,organic_social,organic,gartner_report_promo,13,SQL,Clicked LinkedIn Post from campaign 'Gartner Report Promo' via Organic Social. Asset: .
d6093ccb,cecb79dc,5bdaa52a,2025-04-08,Gartner Report Promo,Webinar,Registered Webinar,,webinar,organic,gartner_report_promo,15,SQL,Registered Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
2ab8c127,cecb79dc,5bdaa52a,2025-02-21,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,8,Lead,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
c4942e79,45d84910,a4e0c0a8,2025-01-14,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,linkedin_sponsored_post,8,Subscriber,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: 2025 Buying Guide.
f1b36f85,45d84910,a4e0c0a8,2025-01-30,AI for Marketers Guide,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,ai_for_marketers_guide,14,Lead,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Gartner Magic Quadrant.
5b9dbfb9,45d84910,a4e0c0a8,2025-04-18,Spring Nurture Email Series,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,spring_nurture_email_series,4,MQL,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: ROI Calculator.
c20b4aad,45d84910,a4e0c0a8,2025-01-20,Spring Nurture Email Series,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,spring_nurture_email_series,15,Subscriber,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Blog: AI in RevOps.
84fff99f,70556396,66ff51ff,2025-04-18,Gartner Report Promo,Webinar,Registered Webinar,,webinar,organic,gartner_report_promo,12,SQL,Registered Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
cc5cb8e8,70556396,66ff51ff,2025-04-09,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,6,Subscriber,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
a1b588e9,70556396,66ff51ff,2025-04-28,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,2025_demand_gen_webinar,6,Subscriber,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Gartner Magic Quadrant.
7e812092,488dc563,32e80b2d,2025-04-13,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,4,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
528ac236,3b65aa72,a2e45781,2025-01-06,Gartner Report Promo,Webinar,Attended Webinar,,webinar,organic,gartner_report_promo,12,MQL,Attended Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
799c23ac,3b65aa72,a2e45781,2025-03-22,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,12,MQL,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
0ac01de2,ede23e3f,04c11650,2025-03-15,Gartner Report Promo,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,gartner_report_promo,4,Subscriber,Viewed Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Blog: AI in RevOps.
b27619c5,ede23e3f,04c11650,2025-04-11,AI for Marketers Guide,Organic Social,Clicked LinkedIn Post,,organic_social,organic,ai_for_marketers_guide,12,Lead,Clicked LinkedIn Post from campaign 'AI for Marketers Guide' via Organic Social. Asset: .
df8015bf,ede23e3f,04c11650,2025-01-23,Gartner Report Promo,Organic Social,Viewed Organic Video,,organic_social,organic,gartner_report_promo,12,MQL,Viewed Organic Video from campaign 'Gartner Report Promo' via Organic Social. Asset: .
62d09c34,46f8d7e1,ccf52f19,2025-01-11,Spring Nurture Email Series,Email,Opened Email,Blog: AI in RevOps,email,organic,spring_nurture_email_series,14,SQL,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: Blog: AI in RevOps.
936413a5,46f8d7e1,ccf52f19,2025-02-05,LinkedIn Sponsored Post,Email,Opened Email,2025 Buying Guide,email,organic,linkedin_sponsored_post,3,Lead,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: 2025 Buying Guide.
4babf621,46f8d7e1,ccf52f19,2025-03-14,2025 Demand Gen Webinar,Email,Opened Email,Demo Video,email,organic,2025_demand_gen_webinar,14,Subscriber,Opened Email from campaign '2025 Demand Gen Webinar' via Email. Asset: Demo Video.
2181c146,46f8d7e1,ccf52f19,2025-04-21,Gartner Report Promo,Website,Visited Pricing Page,2025 Buying Guide,website,organic,gartner_report_promo,14,Subscriber,Visited Pricing Page from campaign 'Gartner Report Promo' via Website. Asset: 2025 Buying Guide.
165f6fd5,46f8d7e1,ccf52f19,2025-04-05,AI for Marketers Guide,Email,Opened Email,Demo Video,email,organic,ai_for_marketers_guide,6,Lead,Opened Email from campaign 'AI for Marketers Guide' via Email. Asset: Demo Video.
2.11E+99,cd2a5753,9d638f26,2025-02-08,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,linkedin_sponsored_post,6,Subscriber,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: Blog: AI in RevOps.
06c879fd,70fb220f,4b907b98,2025-02-02,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,6,Lead,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
bbf833a6,70fb220f,4b907b98,2025-04-18,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,14,Subscriber,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
fe0756e4,04bcd6b1,07f2ba50,2025-03-11,Tech Conference 2025,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,tech_conference_2025,5,SQL,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: ROI Calculator.
fdacb9e3,8722e43d,a4e0c0a8,2025-01-21,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,11,SQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
78a582c7,f31d4fc4,fe506cce,2025-01-08,LinkedIn Sponsored Post,Event,Attended Event,,event,organic,linkedin_sponsored_post,9,SQL,Attended Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
0db3fe90,f31d4fc4,fe506cce,2025-03-06,Spring Nurture Email Series,Email,Clicked Email,Demo Video,email,organic,spring_nurture_email_series,11,Lead,Clicked Email from campaign 'Spring Nurture Email Series' via Email. Asset: Demo Video.
ff36521d,f31d4fc4,fe506cce,2025-02-18,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,11,Subscriber,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
64b5a8c5,f31d4fc4,fe506cce,2025-04-02,Spring Nurture Email Series,Email,Submitted Form,Demo Video,email,organic,spring_nurture_email_series,6,SQL,Submitted Form from campaign 'Spring Nurture Email Series' via Email. Asset: Demo Video.
bafeedbc,f31d4fc4,fe506cce,2025-04-01,Spring Nurture Email Series,Website,Downloaded Guide,Blog: AI in RevOps,website,organic,spring_nurture_email_series,10,MQL,Downloaded Guide from campaign 'Spring Nurture Email Series' via Website. Asset: Blog: AI in RevOps.
e937ac2f,f2ae6871,9335e808,2025-01-27,LinkedIn Sponsored Post,Email,Clicked Email,Demo Video,email,organic,linkedin_sponsored_post,4,SQL,Clicked Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Demo Video.
012443ac,f2ae6871,9335e808,2025-03-21,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,9,MQL,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
5b638390,6b31f390,05eb364b,2025-04-01,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,11,MQL,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
5629e33d,6b31f390,05eb364b,2025-03-22,Spring Nurture Email Series,Paid Ad,Clicked Ad,Gartner Magic Quadrant,paid_ad,cpc,spring_nurture_email_series,8,Subscriber,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Gartner Magic Quadrant.
8d63ee21,6b31f390,05eb364b,2025-04-30,AI for Marketers Guide,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,ai_for_marketers_guide,3,MQL,Clicked Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: 2025 Buying Guide.
663a73f8,6b31f390,05eb364b,2025-04-13,Gartner Report Promo,Webinar,Registered Webinar,,webinar,organic,gartner_report_promo,3,Lead,Registered Webinar from campaign 'Gartner Report Promo' via Webinar. Asset: .
fdd39046,6b31f390,05eb364b,2025-03-01,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,3,MQL,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
63bd2caf,86c3989a,538dc7f3,2025-02-22,Gartner Report Promo,Website,Visited Homepage,2025 Buying Guide,website,organic,gartner_report_promo,8,Lead,Visited Homepage from campaign 'Gartner Report Promo' via Website. Asset: 2025 Buying Guide.
cc1a3d48,86c3989a,538dc7f3,2025-03-04,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,9,SQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
7001818e,86c3989a,538dc7f3,2025-01-08,AI for Marketers Guide,Email,Opened Email,Demo Video,email,organic,ai_for_marketers_guide,6,Subscriber,Opened Email from campaign 'AI for Marketers Guide' via Email. Asset: Demo Video.
1a2cd186,86c3989a,538dc7f3,2025-04-08,AI for Marketers Guide,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,ai_for_marketers_guide,13,Lead,Clicked Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: ROI Calculator.
94ba219b,86c3989a,538dc7f3,2025-04-17,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,6,SQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
94606855,7a5f01b3,14da604a,2025-03-09,Tech Conference 2025,Website,Visited Homepage,2025 Buying Guide,website,organic,tech_conference_2025,12,MQL,Visited Homepage from campaign 'Tech Conference 2025' via Website. Asset: 2025 Buying Guide.
4b9a0c0a,7a5f01b3,14da604a,2025-01-16,LinkedIn Sponsored Post,Website,Visited Homepage,ROI Calculator,website,organic,linkedin_sponsored_post,8,SQL,Visited Homepage from campaign 'LinkedIn Sponsored Post' via Website. Asset: ROI Calculator.
b675ed7b,7a5f01b3,14da604a,2025-02-24,Tech Conference 2025,Email,Submitted Form,Gartner Magic Quadrant,email,organic,tech_conference_2025,5,SQL,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: Gartner Magic Quadrant.
50a7eb21,7a5f01b3,14da604a,2025-01-10,Tech Conference 2025,Email,Clicked Email,ROI Calculator,email,organic,tech_conference_2025,14,MQL,Clicked Email from campaign 'Tech Conference 2025' via Email. Asset: ROI Calculator.
14a16f98,8.92E+93,b5fc6a43,2025-04-12,AI for Marketers Guide,Email,Clicked Email,Gartner Magic Quadrant,email,organic,ai_for_marketers_guide,12,Subscriber,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: Gartner Magic Quadrant.
533ac9f5,8.92E+93,b5fc6a43,2025-01-15,AI for Marketers Guide,Website,Downloaded Guide,ROI Calculator,website,organic,ai_for_marketers_guide,15,Subscriber,Downloaded Guide from campaign 'AI for Marketers Guide' via Website. Asset: ROI Calculator.
2e4b7bbe,985c6124,53daa83b,2025-04-17,AI for Marketers Guide,Email,Clicked Email,Blog: AI in RevOps,email,organic,ai_for_marketers_guide,15,SQL,Clicked Email from campaign 'AI for Marketers Guide' via Email. Asset: Blog: AI in RevOps.
7df474e3,985c6124,53daa83b,2025-02-23,Spring Nurture Email Series,Website,Visited Pricing Page,Demo Video,website,organic,spring_nurture_email_series,8,MQL,Visited Pricing Page from campaign 'Spring Nurture Email Series' via Website. Asset: Demo Video.
006bdf5b,e933d0d7,0aba4c25,2025-01-26,Spring Nurture Email Series,Email,Submitted Form,ROI Calculator,email,organic,spring_nurture_email_series,6,SQL,Submitted Form from campaign 'Spring Nurture Email Series' via Email. Asset: ROI Calculator.
d84604d0,e933d0d7,0aba4c25,2025-03-23,AI for Marketers Guide,Website,Visited Pricing Page,2025 Buying Guide,website,organic,ai_for_marketers_guide,3,SQL,Visited Pricing Page from campaign 'AI for Marketers Guide' via Website. Asset: 2025 Buying Guide.
b810a035,1f7904a4,05eb364b,2025-03-08,LinkedIn Sponsored Post,Event,Attended Event,,event,organic,linkedin_sponsored_post,12,MQL,Attended Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
95a7d031,1f7904a4,05eb364b,2025-04-10,Spring Nurture Email Series,Email,Opened Email,2025 Buying Guide,email,organic,spring_nurture_email_series,5,MQL,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: 2025 Buying Guide.
fc221e13,1f7904a4,05eb364b,2025-04-26,2025 Demand Gen Webinar,Webinar,Registered Webinar,,webinar,organic,2025_demand_gen_webinar,7,SQL,Registered Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
5c71f75c,1f7904a4,05eb364b,2025-03-15,Gartner Report Promo,Email,Clicked Email,ROI Calculator,email,organic,gartner_report_promo,5,MQL,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: ROI Calculator.
d7cc4654,13ab7f3d,32e80b2d,2025-04-28,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,6,MQL,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
f0ce1b43,13ab7f3d,32e80b2d,2025-02-13,Gartner Report Promo,Website,Visited Pricing Page,2025 Buying Guide,website,organic,gartner_report_promo,7,SQL,Visited Pricing Page from campaign 'Gartner Report Promo' via Website. Asset: 2025 Buying Guide.
0b1dd50f,13ab7f3d,32e80b2d,2025-04-03,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,2025_demand_gen_webinar,9,Subscriber,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: ROI Calculator.
f1c52f5f,13ab7f3d,32e80b2d,2025-01-09,2025 Demand Gen Webinar,Website,Visited Homepage,2025 Buying Guide,website,organic,2025_demand_gen_webinar,13,Subscriber,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: 2025 Buying Guide.
854a33c3,13ab7f3d,32e80b2d,2025-01-23,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,4,Subscriber,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
8646b3ce,32f20568,a5f973bc,2025-03-11,LinkedIn Sponsored Post,Email,Opened Email,Demo Video,email,organic,linkedin_sponsored_post,14,Lead,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Demo Video.
